id,area,match,key,context,en,zh,status,notes,card_id,card_set,field
car_96076eb3b10b,cards_lua,lua,,card=Dream Eater;field=display_name;set=Del,Dream Eater,梦吞噬者,draft,,Dream Eater,Del,display_name
car_1a9232f38671,cards_lua,lua,,card=Dream Eater;field=effect_text;set=Del,Reward: Gain 2H and 1I.,奖励：获得2荣誉和 1洞察.,draft,,Dream Eater,Del,effect_text
car_b7b462ef57be,cards_lua,lua,,card=Dream Eater;field=flavor_text;set=Del,"The dream was painful, but the reality was torture.",梦很痛苦，现实却是酷刑。,draft,qa_pass2,Dream Eater,Del,flavor_text
car_805fbf553738,cards_lua,lua,,card=Delirium Pixies;field=display_name;set=Del,Delirium Pixies,谵妄小仙,draft,,Delirium Pixies,Del,display_name
car_73d848aad9f7,cards_lua,lua,,card=Delirium Pixies;field=effect_text;set=Del,Reward: Gain 2H and 3R.,奖励：获得2荣誉和 3符文.,draft,,Delirium Pixies,Del,effect_text
car_b38a45eca664,cards_lua,lua,,card=Delirium Pixies;field=flavor_text;set=Del,Come play with us.,来和我们玩吧。,draft,pass5,Delirium Pixies,Del,flavor_text
car_7420834c9cd0,cards_lua,lua,,card=Mammoth Beetle;field=display_name;set=Del,Mammoth Beetle,巨甲虫,draft,,Mammoth Beetle,Del,display_name
car_343e007b360e,cards_lua,lua,,card=Mammoth Beetle;field=effect_text;set=Del,Reward: Gain 3H. Each opponent destroys a Construct they control. You may pay 1I to have each opponent destroy an additional Construct they control.,奖励：获得3荣誉. 每位对手摧毁神器其控制的. 你可以支付 1洞察以 拥有每位对手摧毁额外的神器其控制的.,draft,,Mammoth Beetle,Del,effect_text
car_75774e9150bf,cards_lua,lua,,card=Bleaktoad;field=display_name;set=Del,Bleaktoad,荒蟾,draft,,Bleaktoad,Del,display_name
car_e19efe44de15,cards_lua,lua,,card=Bleaktoad;field=effect_text;set=Del,Reward: Gain 4H. You may banish a card in your hand or discard pile. You may pay 2I to banish an additional card in your hand or discard pile.,奖励：获得4荣誉. 你可以从你的手牌或弃牌堆放逐一张卡牌. 你可以支付 2洞察以 放逐额外的卡牌在你的手牌或弃牌堆.,draft,pass13,Bleaktoad,Del,effect_text
car_59a60ecde0ff,cards_lua,lua,,card=Dreadmare;field=display_name;set=Del,Dreadmare,惧马,draft,,Dreadmare,Del,display_name
car_4d1e5593290d,cards_lua,lua,,card=Dreadmare;field=effect_text;set=Del,Reward: Gain 4H and 3I.,奖励：获得4荣誉和 3洞察.,draft,,Dreadmare,Del,effect_text
car_20cb8c6e9f43,cards_lua,lua,,card=Dreadmare;field=flavor_text;set=Del,A soul a day keeps the Dreadmare away.,一日一魂，惧马远离。,draft,qa_pass2,Dreadmare,Del,flavor_text
car_e931158d1689,cards_lua,lua,,card=Oak of Souls;field=display_name;set=Del,Oak of Souls,橡灵魂,draft,,Oak of Souls,Del,display_name
car_a6b549f55c60,cards_lua,lua,,card=Oak of Souls;field=effect_text;set=Del,Reward: Gain 3H. Roll the Delirium Die.,奖励：获得3荣誉. 掷谵妄骰。,draft,,Oak of Souls,Del,effect_text
car_154345077a6a,cards_lua,lua,,card=Oak of Souls;field=flavor_text;set=Del,The result of conscious death in an unconscious world.,清醒之死落在无意识世界的结果。,draft,qa_pass2,Oak of Souls,Del,flavor_text
car_1141104c1281,cards_lua,lua,,"card=Zis, Dreamreaper;field=display_name;set=Del","Zis, Dreamreaper",齐斯·刈梦者,draft,,"Zis, Dreamreaper",Del,display_name
car_e0e9abe98b3b,cards_lua,lua,,"card=Zis, Dreamreaper;field=effect_text;set=Del",Reward: Gain 5H. Take 2I from each opponent.,奖励：获得5荣誉. 拿取2洞察从 每位对手.,draft,,"Zis, Dreamreaper",Del,effect_text
car_2a158cd6fd6b,cards_lua,lua,,"card=Zis, Dreamreaper;field=flavor_text;set=Del","As many ways to die, as there are dreams to be dreamt.",死法之多，恰如梦境之多。,draft,qa_pass2,"Zis, Dreamreaper",Del,flavor_text
car_adbf5f51ec30,cards_lua,lua,,card=Torment Legionary;field=display_name;set=Del,Torment Legionary,折磨军团兵,draft,,Torment Legionary,Del,display_name
car_176891ccd2d3,cards_lua,lua,,card=Torment Legionary;field=effect_text;set=Del,Reward: Gain 6H. Acquire a Dreamborn card in the center row without paying its cost.,奖励：获得6荣誉. 获取一个梦生卡牌在中央牌列无需支付费用.,draft,,Torment Legionary,Del,effect_text
car_391bb56b8261,cards_lua,lua,,card=Torment Legionary;field=flavor_text;set=Del,"Boundless ambition, beyond death, beyond reality.",无尽野心，超越死亡，超越现实。,draft,qa_pass2,Torment Legionary,Del,flavor_text
car_e170df163ca9,cards_lua,lua,,card=Karion;field=display_name;set=Del,Karion,卡里昂,draft,,Karion,Del,display_name
car_42322ca4191f,cards_lua,lua,,card=Karion;field=effect_text;set=Del,Reward: Gain 5H and 10I.,奖励：获得5荣誉和 10洞察.,draft,,Karion,Del,effect_text
car_2f49d1783173,cards_lua,lua,,card=Karion;field=flavor_text;set=Del,"The Dreamscape gate is corrupt, a hellish wound on two worlds.",梦境之门已腐化，是横跨两界的炼狱伤口。,draft,qa_pass2,Karion,Del,flavor_text
car_8525d3a99035,cards_lua,lua,,"card=Glover, Dream Titan;field=display_name;set=Del","Glover, Dream Titan",格洛弗·梦泰坦,draft,,"Glover, Dream Titan",Del,display_name
car_3b316cf1f6a9,cards_lua,lua,,"card=Glover, Dream Titan;field=effect_text;set=Del",Reward: Gain 7H. Choose a player and take all of their I and a random card from their hand. Add that card to your hand.,奖励：获得7荣誉. 选择一名玩家和 拿取所有的 其I和随机卡牌从其手牌. 加入该卡牌以 你的手牌.,draft,,"Glover, Dream Titan",Del,effect_text
car_790d82230abf,cards_lua,lua,,card=Dreamseeker Start;field=display_name;set=Dlvr,Dreamseeker,寻梦者,draft,,Dreamseeker Start,Dlvr,display_name
car_78375dc856b4,cards_lua,lua,,card=Dreamseeker Start;field=effect_text;set=Dlvr,Gain 1I and draw a card.,获得1洞察和 抽一张牌.,draft,,Dreamseeker Start,Dlvr,effect_text
car_cfa81cee2d8b,cards_lua,lua,,card=Dreamseeker Start;field=flavor_text;set=Dlvr,Dreams maketh and dreams breaketh.,梦能成事，亦能毁事。,draft,qa_pass2,Dreamseeker Start,Dlvr,flavor_text
car_6e5719b12114,cards_lua,lua,,"card=Pasythea, The Redeemed;field=display_name;set=Dlvr","Pasythea, The Redeemed",帕西提亚·救赎者,draft,,"Pasythea, The Redeemed",Dlvr,display_name
car_cb0bd95ae43e,cards_lua,lua,,"card=Pasythea, The Redeemed;field=effect_text;set=Dlvr","This Hero counts as all factions
When you acquire this, it goes directly to your hand.
Gain 2R, 2P, 2H and draw a card.","此英雄视为所有派系。
当你获取此牌时，它直接进入你的手牌。
获得 2 符文、2 战力、2 荣誉并抽一张牌。",draft,pass4,"Pasythea, The Redeemed",Dlvr,effect_text
car_cdaa9118679b,cards_lua,lua,,card=Pasythea's Cutlass;field=display_name;set=Dlvr,Pasythea's Cutlass,帕西提亚的弯刀,draft,,Pasythea's Cutlass,Dlvr,display_name
car_45fe458f204d,cards_lua,lua,,card=Pasythea's Cutlass;field=effect_text;set=Dlvr,"This Construct counts as all factions.
When you play this, gain 2P.
Pasythea costs you 4I less to acquire.","此神器视为所有派系.
当你 打出此, 获得2战力.
帕西提亚费用为你 4洞察少支付以 获取.",draft,pass6,Pasythea's Cutlass,Dlvr,effect_text
car_0bf4e1970b3b,cards_lua,lua,,card=Pasythea's Katana;field=display_name;set=Dlvr,Pasythea's Katana,帕西提亚的刀,draft,,Pasythea's Katana,Dlvr,display_name
car_8d2445476678,cards_lua,lua,,card=Pasythea's Katana;field=effect_text;set=Dlvr,"This Construct counts as all factions.
When you play this, draw a card.
Pasythea costs you 4I less to acquire.","此神器视为所有派系.
当你 打出此, 抽一张牌.
帕西提亚费用为你 4洞察少支付以 获取.",draft,pass6,Pasythea's Katana,Dlvr,effect_text
car_7962ead5e89e,cards_lua,lua,,card=Pasythea's Mace;field=display_name;set=Dlvr,Pasythea's Mace,帕西提亚的锤矛,draft,,Pasythea's Mace,Dlvr,display_name
car_7d953067d3a1,cards_lua,lua,,card=Pasythea's Mace;field=effect_text;set=Dlvr,"This Construct counts as all factions.
When you play this, gain 2R.
Pasythea costs you 4I less to acquire.","此神器视为所有派系.
当你 打出此, 获得2符文.
帕西提亚费用为你 4洞察少支付以 获取.",draft,pass6,Pasythea's Mace,Dlvr,effect_text
car_288acf0bc7cc,cards_lua,lua,,card=Pasythea's Scimitar;field=display_name;set=Dlvr,Pasythea's Scimitar,帕西提亚的弯刀,draft,,Pasythea's Scimitar,Dlvr,display_name
car_ff811c0b95f5,cards_lua,lua,,card=Pasythea's Scimitar;field=effect_text;set=Dlvr,"This Construct counts as all factions.
When you play this, gain 2H.
Pasythea costs you 4I less to acquire.","此神器视为所有派系.
当你 打出此, 获得2荣誉.
帕西提亚费用为你 4洞察少支付以 获取.",draft,pass6,Pasythea's Scimitar,Dlvr,effect_text
car_1fc742c97609,cards_lua,lua,,card=Dreamwalker;field=display_name;set=Dlvr,Dreamwalker,梦行者,draft,,Dreamwalker,Dlvr,display_name
car_89aedb86dbbc,cards_lua,lua,,card=Dreamwalker;field=effect_text;set=Dlvr,"Banish a card in the center row.
If it is replaced by a Monster, gain 2I.
If it is replaced by a Hero, gain 2H.
If it is replaced by a Construct, draw 2 cards.","放逐中央牌列的一张卡牌.
若它 为被替换被 怪物, 获得2洞察.
若它 为被替换被 英雄, 获得2荣誉.
若它 为被替换被 神器, 抽 2 张牌.",draft,pass6;pass13,Dreamwalker,Dlvr,effect_text
car_af326f279b95,cards_lua,lua,,card=Dreamwalker;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Dreamwalker,Dlvr,flavor_text
car_94523cd72016,cards_lua,lua,,card=Dream Chamber Disciples;field=display_name;set=Dlvr,Dream Chamber Disciples,梦室门徒们,draft,,Dream Chamber Disciples,Dlvr,display_name
car_3d1d819c941a,cards_lua,lua,,card=Dream Chamber Disciples;field=effect_text;set=Dlvr,"Draw a card.
SERENITY: Gain 2I. (Gain this effect if there are no cards in your discard pile.)","抽一张牌。
宁静：获得 2 洞察。（若你的弃牌堆没有卡牌，则获得此效果。）",draft,pass4,Dream Chamber Disciples,Dlvr,effect_text
car_cad78ff8c34b,cards_lua,lua,,card=Dream Chamber Disciples;field=flavor_text;set=Dlvr,The Arha teach us that in time all traditions break under the weight of principle.,亚哈教导我们：假以时日，一切传统都会在原则的重压下崩裂。,draft,qa_pass2,Dream Chamber Disciples,Dlvr,flavor_text
car_6eff19bf1072,cards_lua,lua,,card=Azurite Channeler;field=display_name;set=Dlvr,Azurite Channeler,蓝铜引导者,draft,,Azurite Channeler,Dlvr,display_name
car_b4a96ec68e09,cards_lua,lua,,card=Azurite Channeler;field=effect_text;set=Dlvr,"Banish a card in your hand and replace it with a Mystic or Heavy Infantry.
PLUNDER - This turn, if you acquire a card AND defeat a Monster,both in the center row, gain 2I.","从你的手牌放逐一张卡牌，并将其替换为 秘教士或 重装步兵.
掠夺 - 此回合, 若你 获取卡牌和 击败一个怪物,两者在中央牌列, 获得2洞察.",draft,pass13,Azurite Channeler,Dlvr,effect_text
car_e2dd1c94a785,cards_lua,lua,,card=Psyonic Apprentice;field=display_name;set=Dlvr,Psyonic Apprentice,心灵学徒,draft,,Psyonic Apprentice,Dlvr,display_name
car_67af1e7c5a1e,cards_lua,lua,,card=Psyonic Apprentice;field=effect_text;set=Dlvr,"While this is in your hand, you may pay 7I to transform it into Psyonic Paladin.
Defeat a Monster with cost 4P or less without paying its cost.","当此 为在你的手牌中, 你可以支付 7洞察以 转化它 置入心灵圣骑士.
击败一个怪物以 费用 4战力或更低无需支付费用.",draft,,Psyonic Apprentice,Dlvr,effect_text
car_d8448aa9d41d,cards_lua,lua,,card=Psyonic Paladin;field=display_name;set=Dlvr,Psyonic Paladin,心灵圣骑士,draft,,Psyonic Paladin,Dlvr,display_name
car_0f298fe88e71,cards_lua,lua,,card=Psyonic Paladin;field=effect_text;set=Dlvr,Defeat a Monster in the center row without paying its cost.,在中央牌列击败一个怪物无需支付费用.,draft,pass13,Psyonic Paladin,Dlvr,effect_text
car_0b4dcd218657,cards_lua,lua,,card=Psyonic Paladin;field=flavor_text;set=Dlvr,"As the armor is shaped by our thoughts, the sword is directed by our will.",铠甲由我们的思绪塑形，利剑由我们的意志指引。,draft,qa_pass2,Psyonic Paladin,Dlvr,flavor_text
car_fc411f9cd749,cards_lua,lua,,card=Aether Warrior;field=display_name;set=Dlvr,Aether Warrior,以太战士,draft,,Aether Warrior,Dlvr,display_name
car_f668e0a76ee7,cards_lua,lua,,card=Aether Warrior;field=effect_text;set=Dlvr,"PHANTASM - While this is in the center row, you may pay 5I to banish and play this.
Draw two cards.","幻象 - 当此 为在中央牌列, 你可以支付 5洞察以 放逐和 打出此.
抽两张牌.",draft,,Aether Warrior,Dlvr,effect_text
car_792bec3c589f,cards_lua,lua,,card=Aether Warrior;field=flavor_text;set=Dlvr,My blade severs both flesh and soul.,我的刃切断血肉，也切断灵魂。,draft,qa_pass2,Aether Warrior,Dlvr,flavor_text
car_abd7e1144e10,cards_lua,lua,,card=Psyche Askara;field=display_name;set=Dlvr,Psyche Askara,心灵阿斯卡拉,draft,,Psyche Askara,Dlvr,display_name
car_9597b377e14c,cards_lua,lua,,card=Psyche Askara;field=effect_text;set=Dlvr,Copy the effect of a Hero you have played this turn or a Monster Reward you have gained this turn.,复制效果的 英雄你 已打出本回合或 怪物奖励你 拥有已获得本回合.,draft,pass6,Psyche Askara,Dlvr,effect_text
car_e48ea4b48ec2,cards_lua,lua,,card=Psyche Askara;field=flavor_text;set=Dlvr,The Arha teach us that in time all traditions break under the weight of principle.,亚哈教导我们：假以时日，一切传统都会在原则的重压下崩裂。,draft,qa_pass2,Psyche Askara,Dlvr,flavor_text
car_1fe532c13ed0,cards_lua,lua,,"card=Dhartha, Dream Master;field=display_name;set=Dlvr","Dhartha, Dream Master",达萨·梦大师,draft,,"Dhartha, Dream Master",Dlvr,display_name
car_448dddae085d,cards_lua,lua,,"card=Dhartha, Dream Master;field=effect_text;set=Dlvr","PHANTASM - While this is in the center row, you may pay 9I to banish and play this.
Acquire a card in the center row without paying its cost and put it in your hand.","幻象 - 当此 为在中央牌列, 你可以支付 9洞察以 放逐和 打出此.
获取一个卡牌在中央牌列无需支付费用，并将其放入你的手牌.",draft,pass6;pass13,"Dhartha, Dream Master",Dlvr,effect_text
car_7fdbee526ae6,cards_lua,lua,,card=Dream Anchor;field=display_name;set=Dlvr,Dream Anchor,梦锚,draft,,Dream Anchor,Dlvr,display_name
car_af84d7697a7a,cards_lua,lua,,card=Dream Anchor;field=effect_text;set=Dlvr,"PLUNDER - Once per turn, if you acquire a card AND defeat a Monster,both in the center row, gain 2I.","掠夺 - 每回合一次，若你 获取卡牌和 击败一个怪物,两者在中央牌列, 获得2洞察.",draft,,Dream Anchor,Dlvr,effect_text
car_07b25f60055f,cards_lua,lua,,card=Entrophantasm;field=display_name;set=Dlvr,Entrophantasm,熵幻象,draft,,Entrophantasm,Dlvr,display_name
car_469aea3fbffb,cards_lua,lua,,card=Entrophantasm;field=effect_text;set=Dlvr,"Gain 1R and 1I.
UNITE: Draw a card.(Gain this effect if you play or have played another Lifebound Hero this turn.)","获得1符文和 1洞察.
联合： 抽一张牌.(获得此效果：若 你打出或 已打出另一命约英雄本回合.)",draft,pass6,Entrophantasm,Dlvr,effect_text
car_e6082cbba96a,cards_lua,lua,,card=Entrophantasm;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Entrophantasm,Dlvr,flavor_text
car_34a6cfa854e9,cards_lua,lua,,card=Dreamscarred Hunter;field=display_name;set=Dlvr,Dreamscarred Hunter,梦痕猎手,draft,,Dreamscarred Hunter,Dlvr,display_name
car_6f047d9a0d6b,cards_lua,lua,,card=Dreamscarred Hunter;field=effect_text;set=Dlvr,"Draw a card.
PLUNDER - This turn, if you acquire a card AND defeat a Monster,both in the center row, gain 3H.","抽一张牌.
掠夺 - 此回合, 若你 获取卡牌和 击败一个怪物,两者在中央牌列, 获得3荣誉.",draft,,Dreamscarred Hunter,Dlvr,effect_text
car_25270a321e57,cards_lua,lua,,card=Dreamscarred Hunter;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Dreamscarred Hunter,Dlvr,flavor_text
car_a19c36df1d04,cards_lua,lua,,card=Faerie Commander;field=display_name;set=Dlvr,Faerie Commander,仙灵指挥官,draft,,Faerie Commander,Dlvr,display_name
car_f04614491e44,cards_lua,lua,,card=Faerie Commander;field=effect_text;set=Dlvr,"Gain 2R. The next time you acquire a Hero in the center row this turn, gain 2P.","获得2符文. 下次你获取中央牌列的一张英雄本回合, 获得2战力.",draft,pass13,Faerie Commander,Dlvr,effect_text
car_d14a6b4c4aa7,cards_lua,lua,,card=Faerie Commander;field=flavor_text;set=Dlvr,He was found dead in the forest a million little cuts.,人们在森林里发现他时，他已死于无数细小的伤口。,draft,qa_pass2,Faerie Commander,Dlvr,flavor_text
car_839fce9350c6,cards_lua,lua,,card=Green Spritelings;field=display_name;set=Dlvr,Green Spritelings,绿小精灵,draft,,Green Spritelings,Dlvr,display_name
car_ab85804ae6f1,cards_lua,lua,,card=Green Spritelings;field=effect_text;set=Dlvr,"PHANTASM - While this is in the center row, you may pay 4I to banish and play this.
Gain 3H.","幻象 - 当此 为在中央牌列, 你可以支付 4洞察以 放逐和 打出此.
获得3荣誉.",draft,,Green Spritelings,Dlvr,effect_text
car_a2e3ac8299b0,cards_lua,lua,,card=Green Spritelings;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Green Spritelings,Dlvr,flavor_text
car_dcc2db43f559,cards_lua,lua,,card=Wereboar;field=display_name;set=Dlvr,Wereboar,野猪人,draft,,Wereboar,Dlvr,display_name
car_c54448e380d8,cards_lua,lua,,card=Wereboar;field=effect_text;set=Dlvr,Gain 2P.UNITE: Gain 3R.,获得2战力.联合： 获得3符文.,draft,,Wereboar,Dlvr,effect_text
car_6a6106e9c6cf,cards_lua,lua,,card=Wereboar;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Wereboar,Dlvr,flavor_text
car_7992818d2f53,cards_lua,lua,,card=Lychan Ranger;field=display_name;set=Dlvr,Lychan Ranger,狼化游侠,draft,,Lychan Ranger,Dlvr,display_name
car_f0ac472f7a34,cards_lua,lua,,card=Lychan Ranger;field=effect_text;set=Dlvr,"While this is in your hand, you may pay 6I to transform it into Lychan Beast.
Gain 2R and 2P.","当此 为在你的手牌中, 你可以支付 6洞察以 转化它 置入狼化野兽.
获得2符文和 2战力.",draft,,Lychan Ranger,Dlvr,effect_text
car_e687b914f174,cards_lua,lua,,card=Lychan Beast;field=display_name;set=Dlvr,Lychan Beast,狼化野兽,draft,,Lychan Beast,Dlvr,display_name
car_cd3d3dc04422,cards_lua,lua,,card=Lychan Beast;field=effect_text;set=Dlvr,Gain 3R and 3P.,获得3符文和 3战力.,draft,,Lychan Beast,Dlvr,effect_text
car_417fd4109df1,cards_lua,lua,,card=Lychan Beast;field=flavor_text;set=Dlvr,They'll never see me coming.,他们永远看不见我来。,draft,qa_pass2,Lychan Beast,Dlvr,flavor_text
car_399cad1268a0,cards_lua,lua,,"card=Rut, Oaken Master;field=display_name;set=Dlvr","Rut, Oaken Master",橡木大师鲁特,draft,,"Rut, Oaken Master",Dlvr,display_name
car_f1e4aad6c4e6,cards_lua,lua,,"card=Rut, Oaken Master;field=effect_text;set=Dlvr","Gain 3H and draw a card.
PLUNDER - Once per turn, if you acquire a card AND defeat a Monster,both in the center row, gain an additional 3H.","获得3荣誉和 抽一张牌.
掠夺 - 每回合一次，若你 获取卡牌和 击败一个怪物,两者在中央牌列, 获得额外的 3荣誉.",draft,,"Rut, Oaken Master",Dlvr,effect_text
car_bd8e033c2ef8,cards_lua,lua,,card=Tree of Bounty;field=display_name;set=Dlvr,Tree of Bounty,树丰饶,draft,,Tree of Bounty,Dlvr,display_name
car_dbafc20dc91a,cards_lua,lua,,card=Tree of Bounty;field=effect_text;set=Dlvr,"PLUNDER - Once per turn, if you acquire a card AND defeat a Monster,both in the center row, gain 3H.","掠夺 - 每回合一次，若你 获取卡牌和 击败一个怪物,两者在中央牌列, 获得3荣誉.",draft,,Tree of Bounty,Dlvr,effect_text
car_a6d424713b66,cards_lua,lua,,card=Tree of Bounty;field=flavor_text;set=Dlvr,Are you sure you want to know?,你确定想知道吗？,draft,qa_pass2,Tree of Bounty,Dlvr,flavor_text
car_cb44439d3668,cards_lua,lua,,card=Corite Mechanadon;field=display_name;set=Dlvr,Corite Mechanadon,刚玉机械兽,draft,,Corite Mechanadon,Dlvr,display_name
car_22d501f8b2e8,cards_lua,lua,,card=Corite Mechanadon;field=effect_text;set=Dlvr,"PHANTASM - While this is in the center row, you may pay 2I to banish and play this.
Gain 1R and 1P.","幻象 - 当此 为在中央牌列, 你可以支付 2洞察以 放逐和 打出此.
获得1符文和 1战力.",draft,,Corite Mechanadon,Dlvr,effect_text
car_cd2aae16ceb0,cards_lua,lua,,card=Controlsmith;field=display_name;set=Dlvr,Controlsmith,控术匠,draft,,Controlsmith,Dlvr,display_name
car_db79fb69dc8d,cards_lua,lua,,card=Controlsmith;field=effect_text;set=Dlvr,"Gain 2R. If you control a Transformed Constuct, draw a card.",获得 2 符文。若你控制一件已转化的神器，抽一张牌。,draft,pass3b,Controlsmith,Dlvr,effect_text
car_4efe7a669db8,cards_lua,lua,,card=Stone Artificers;field=display_name;set=Dlvr,Stone Artificers,石神器师,draft,,Stone Artificers,Dlvr,display_name
car_41b90471f241,cards_lua,lua,,card=Stone Artificers;field=effect_text;set=Dlvr,Gain 2R. You may put the next Construct you acquire this turn directly into play.,获得2符文. 你可以放置下一神器你 获取本回合直接进入战场.,draft,,Stone Artificers,Dlvr,effect_text
car_467d75e69fb7,cards_lua,lua,,card=Gearseer;field=display_name;set=Dlvr,Gearseer,齿轮预言者,draft,,Gearseer,Dlvr,display_name
car_e00e54b8f6c2,cards_lua,lua,,card=Gearseer;field=effect_text;set=Dlvr,"PHANTASM - While this is in the center row, you may pay 6I to banish and play this.
Gain 3R.","幻象 - 当此 为在中央牌列, 你可以支付 6洞察以 放逐和 打出此.
获得3符文.",draft,,Gearseer,Dlvr,effect_text
car_bff8c88d589e,cards_lua,lua,,card=Gearseer;field=flavor_text;set=Dlvr,The only difference between genius and madness is execution.,天才与疯狂的唯一差别，在于执行。,draft,qa_pass2,Gearseer,Dlvr,flavor_text
car_91d26e293a88,cards_lua,lua,,card=Teletransmitter Blueprint;field=display_name;set=Dlvr,Teletransmitter Blueprint,远传器蓝图,draft,,Teletransmitter Blueprint,Dlvr,display_name
car_245d25a3990a,cards_lua,lua,,card=Teletransmitter Blueprint;field=effect_text;set=Dlvr,You may pay 5I to transform this into Emma's Teletransmitter.,你可以支付 5洞察以 将此牌转化为艾玛的远传器.,draft,,Teletransmitter Blueprint,Dlvr,effect_text
car_6576ee4216ea,cards_lua,lua,,card=Teletransmitter Blueprint;field=flavor_text;set=Dlvr,"It's like telepathy, but less effective.
- Emma Ironheart","像心灵感应，但没那么好用。
——艾玛·铁心",draft,qa_pass2,Teletransmitter Blueprint,Dlvr,flavor_text
car_1392a71eb3e4,cards_lua,lua,,card=Emma's Teletransmitter;field=display_name;set=Dlvr,Emma's Teletransmitter,艾玛的远传器,draft,,Emma's Teletransmitter,Dlvr,display_name
car_0111bbc44757,cards_lua,lua,,card=Emma's Teletransmitter;field=effect_text;set=Dlvr,"Once per turn, gain 1H for each Transformed Mechana Construct you contol.",每回合一次，获得1荣誉以 每个已转化机械神器你 控制.,draft,,Emma's Teletransmitter,Dlvr,effect_text
car_eaa39332f4ee,cards_lua,lua,,card=Emma's Teletransmitter;field=flavor_text;set=Dlvr,"""Why in the five hells would I be calling you if I didn't need help?"" - Emma Ironheart",「要不是我需要帮忙，我干嘛打给你？」——艾玛·铁心,draft,qa_pass2,Emma's Teletransmitter,Dlvr,flavor_text
car_38182616ef8c,cards_lua,lua,,card=Mechannon Blueprint;field=display_name;set=Dlvr,Mechannon Blueprint,机加农蓝图,draft,,Mechannon Blueprint,Dlvr,display_name
car_39c674ca572b,cards_lua,lua,,card=Mechannon Blueprint;field=effect_text;set=Dlvr,You may pay 5I to transform this into Emma's Mechannon.,你可以支付 5洞察以 将此牌转化为艾玛的机加农.,draft,,Mechannon Blueprint,Dlvr,effect_text
car_cb17973c1f56,cards_lua,lua,,card=Mechannon Blueprint;field=flavor_text;set=Dlvr,"""I wonder what kind of dent this thing is going to make."" - Emma Ironheart",「真好奇这玩意儿能砸出多大坑。」——艾玛·铁心,draft,qa_pass2,Mechannon Blueprint,Dlvr,flavor_text
car_391f2e6a20f1,cards_lua,lua,,card=Emma's Mechannon;field=display_name;set=Dlvr,Emma's Mechannon,艾玛的机加农,draft,,Emma's Mechannon,Dlvr,display_name
car_a0d72d6d6728,cards_lua,lua,,card=Emma's Mechannon;field=effect_text;set=Dlvr,"Once per turn, gain 1P for each Transformed Mechana Construct you contol.",每回合一次，获得1战力以 每个已转化机械神器你 控制.,draft,,Emma's Mechannon,Dlvr,effect_text
car_223fb4e59a1d,cards_lua,lua,,card=Emma's Mechannon;field=flavor_text;set=Dlvr,"""Did anyone see that? I put a hole in that mountain!"" - Emma Ironheart",「有人看见了吗？我在那座山上打了个洞！」——艾玛·铁心,draft,qa_pass2,Emma's Mechannon,Dlvr,flavor_text
car_c1f4394f7478,cards_lua,lua,,card=Voidcycler Blueprint;field=display_name;set=Dlvr,Voidcycler Blueprint,虚空循环器蓝图,draft,,Voidcycler Blueprint,Dlvr,display_name
car_7320e72e74b5,cards_lua,lua,,card=Voidcycler Blueprint;field=effect_text;set=Dlvr,You may pay 5I to transform this into Emma's Voidcycler.,你可以支付 5洞察以 将此牌转化为艾玛的虚空循环器.,draft,,Voidcycler Blueprint,Dlvr,effect_text
car_77ba8cadb98a,cards_lua,lua,,card=Voidcycler Blueprint;field=flavor_text;set=Dlvr,"""I wonder what kind of dent this thing is going to make."" - Emma Ironheart",「真好奇这玩意儿能砸出多大坑。」——艾玛·铁心,draft,qa_pass2,Voidcycler Blueprint,Dlvr,flavor_text
car_5d36abd7b95c,cards_lua,lua,,card=Emma's Voidcycler;field=display_name;set=Dlvr,Emma's Voidcycler,艾玛的虚空循环器,draft,,Emma's Voidcycler,Dlvr,display_name
car_ec35b7f7d945,cards_lua,lua,,card=Emma's Voidcycler;field=effect_text;set=Dlvr,"Once per turn, gain 1R for each Transformed Mechana Construct you contol.",每回合一次，获得1符文以 每个已转化机械神器你 控制.,draft,,Emma's Voidcycler,Dlvr,effect_text
car_cb1a9b120d1d,cards_lua,lua,,card=Emma's Voidcycler;field=flavor_text;set=Dlvr,"""This proves it. Emma, you're a genius."" - Emma Ironheart",「这就证明了。艾玛，你是个天才。」——艾玛·铁心,draft,qa_pass2,Emma's Voidcycler,Dlvr,flavor_text
car_1e923868fa16,cards_lua,lua,,card=Emma's Workshop;field=display_name;set=Dlvr,Emma's Workshop,艾玛的工坊,draft,,Emma's Workshop,Dlvr,display_name
car_129adb080ba1,cards_lua,lua,,card=Emma's Workshop;field=effect_text;set=Dlvr,"Once per turn, you may transform a Mechana Construct without paying its cost.",每回合一次，你可以转化机械神器无需支付费用.,draft,,Emma's Workshop,Dlvr,effect_text
